changeset,From,Validated,SPAM,Import,Tagging Error
44725293,Crawl 2 Bad Import,,N,N,N
44733277,Crawl 2 Bad Import,,N,N,N
44737818,Crawl 2 Bad Import,,N,N,N
44740715,Crawl 2 Bad Import,,N,N,N
44741231,Crawl 2 Bad Import,,N,N,N
44743299,Crawl 2 Bad Import,,N,N,N
44746221,Crawl 2 Bad Import,,N,N,N
44756382,Crawl 2 Bad Import,,N,N,N
44762047,Crawl 2 Bad Import,,N,N,N
44766553,Crawl 2 Bad Import,,N,Y,N
44771194,Crawl 2 Bad Import,,N,N,N
44772201,Crawl 2 Bad Import,,N,N,N
44775939,Crawl 2 Bad Import,,N,N,N
44776536,Crawl 2 Bad Import,,N,N,N
44781118,Crawl 2 Bad Import,,N,N,N
44786670,Crawl 2 Bad Import,,N,N,N
44790327,Crawl 2 Bad Import,,N,N,N
44792530,Crawl 2 Bad Import,,N,N,N
44793744,Crawl 2 Bad Import,,N,N,N
44800565,Crawl 2 Bad Import,,N,N,N
44807311,Crawl 2 Bad Import,,N,N,N
44811573,Crawl 2 Bad Import,,N,N,N
44814515,Crawl 2 Bad Import,,N,N,N
44814900,Crawl 2 Bad Import,,N,N,N
44817924,Crawl 2 Bad Import,,N,N,N
44818610,Crawl 2 Bad Import,,N,N,N
44821547,Crawl 2 Bad Import,,N,Y,N
44828052,Crawl 2 Bad Import,,N,N,N
44837685,Crawl 2 Bad Import,,N,N,N
44837709,Crawl 2 Bad Import,,N,Y,N
44838262,Crawl 2 Bad Import,,N,N,N
44848898,Crawl 2 Bad Import,,N,N,N
44858243,Crawl 2 Bad Import,,N,N,N
44859533,Crawl 2 Bad Import,,N,N,N
44865664,Crawl 2 Bad Import,,N,Y,N
44866554,Crawl 2 Bad Import,,N,N,N
44873312,Crawl 2 Bad Import,,N,N,N
44873494,Crawl 2 Bad Import,,N,N,N
44874858,Crawl 2 Bad Import,,N,N,N
44877661,Crawl 2 Bad Import,,N,Y,N
44880215,Crawl 2 Bad Import,,N,N,N
44881663,Crawl 2 Bad Import,,N,N,N
43699242,Crawl 2 Import,,N,Y,N
43711020,Crawl 2 Import,,N,Y,N
43712645,Crawl 2 Import,,N,Y,N
43713418,Crawl 2 Import,,N,Y,N
43724223,Crawl 2 Import,,N,Y,N
43728608,Crawl 2 Import,,N,Y,N
43729355,Crawl 2 Import,,N,Y,N
43732181,Crawl 2 Import,,N,Y,N
43740268,Crawl 2 Import,,N,N,N
43746007,Crawl 2 Import,,N,N,N
43751129,Crawl 2 Import,,N,N,N
43759755,Crawl 2 Import,,N,Y,N
43796095,Crawl 2 Import,,N,N,N
43812969,Crawl 2 Import,,N,Y,N
43839308,Crawl 2 Import,,N,Y,N
43839513,Crawl 2 Import,,N,Y,N
43841114,Crawl 2 Import,,N,Y,N
43844114,Crawl 2 Import,,N,Y,N
43844947,Crawl 2 Import,,N,N,N
43846398,Crawl 2 Import,,N,Y,N
43849218,Crawl 2 Import,,N,Y,N
43860338,Crawl 2 Import,,N,Y,N
43863791,Crawl 2 Import,,N,Y,N
43867568,Crawl 2 Import,,N,Y,N
43871322,Crawl 2 Import,,N,Y,N
43871677,Crawl 2 Import,,N,Y,N
43880044,Crawl 2 Import,,N,Y,N
43881004,Crawl 2 Import,,N,Y,N
43882189,Crawl 2 Import,,N,Y,N
43890820,Crawl 2 Import,,N,Y,N
43893472,Crawl 2 Import,,N,Y,N
43894348,Crawl 2 Import,,N,Y,N
43895602,Crawl 2 Import,,N,Y,N
43896348,Crawl 2 Import,,N,Y,N
43903415,Crawl 2 Import,,N,Y,N
43905673,Crawl 2 Import,,N,Y,N
43907378,Crawl 2 Import,,N,Y,N
43919420,Crawl 2 Import,,N,Y,N
43922653,Crawl 2 Import,,N,Y,N
43932110,Crawl 2 Import,,N,Y,N
43932810,Crawl 2 Import,,N,Y,N
43933065,Crawl 2 Import,,N,Y,N
43944727,Crawl 2 Import,,N,Y,N
43952929,Crawl 2 Import,,N,Y,N
43966322,Crawl 2 Import,,N,Y,N
43966994,Crawl 2 Import,,N,Y,N
43973947,Crawl 2 Import,,N,Y,N
43995757,Crawl 2 Import,,N,Y,N
43996066,Crawl 2 Import,,N,Y,N
44003339,Crawl 2 Import,,N,Y,N
44004579,Crawl 2 Import,,N,Y,N
44020325,Crawl 2 Import,,N,Y,N
44023247,Crawl 2 Import,,N,Y,N
44030550,Crawl 2 Import,,N,Y,N
44048324,Crawl 2 Import,,N,Y,N
44057957,Crawl 2 Import,,N,Y,N
44058877,Crawl 2 Import,,N,Y,N
44066365,Crawl 2 Import,,N,Y,N
44068660,Crawl 2 Import,,N,Y,N
44069629,Crawl 2 Import,,N,Y,N
44071612,Crawl 2 Import,,N,Y,N
44085405,Crawl 2 Import,,N,Y,N
44110320,Crawl 2 Import,,N,N,N
44110388,Crawl 2 Import,,N,Y,N
44115167,Crawl 2 Import,,N,Y,N
44116015,Crawl 2 Import,,N,Y,N
44124809,Crawl 2 Import,,N,Y,N
44125430,Crawl 2 Import,,N,Y,N
44125974,Crawl 2 Import,,N,Y,N
44135391,Crawl 2 Import,,N,Y,N
44139825,Crawl 2 Import,,N,Y,N
44140881,Crawl 2 Import,,N,Y,N
44142394,Crawl 2 Import,,N,Y,N
44142792,Crawl 2 Import,,N,Y,N
44143527,Crawl 2 Import,,N,Y,N
44158313,Crawl 2 Import,,N,Y,N
44158986,Crawl 2 Import,,N,Y,N
44159293,Crawl 2 Import,,N,Y,N
44163224,Crawl 2 Import,,N,Y,N
44164861,Crawl 2 Import,,N,Y,N
44164943,Crawl 2 Import,,N,Y,N
44165006,Crawl 2 Import,,N,Y,N
44165118,Crawl 2 Import,,N,Y,N
44166410,Crawl 2 Import,,N,Y,N
44167027,Crawl 2 Import,,N,Y,N
44175025,Crawl 2 Import,,N,Y,N
44182505,Crawl 2 Import,,N,Y,N
44193275,Crawl 2 Import,,N,Y,N
44193993,Crawl 2 Import,,N,Y,N
44194820,Crawl 2 Import,,N,Y,N
44208306,Crawl 2 Import,,N,Y,N
44263985,Crawl 2 Import,,N,Y,N
44301410,Crawl 2 Import,,N,N,N
44305423,Crawl 2 Import,,N,N,N
44306159,Crawl 2 Import,,N,N,N
44339705,Crawl 2 Import,,N,Y,N
44343896,Crawl 2 Import,,N,Y,N
44345613,Crawl 2 Import,,N,Y,N
44347917,Crawl 2 Import,,N,Y,N
44367909,Crawl 2 Import,,N,Y,N
44368743,Crawl 2 Import,,N,Y,N
44370492,Crawl 2 Import,,N,Y,N
44371229,Crawl 2 Import,,N,Y,N
44380559,Crawl 2 Import,,N,Y,N
44380992,Crawl 2 Import,,N,Y,N
44406016,Crawl 2 Import,,N,Y,N
44407704,Crawl 2 Import,,N,Y,N
44408377,Crawl 2 Import,,N,Y,N
44425028,Crawl 2 Import,,N,Y,N
44425406,Crawl 2 Import,,N,Y,N
44448722,Crawl 2 Import,,N,Y,N
44473463,Crawl 2 Import,,N,Y,N
44478035,Crawl 2 Import,,N,Y,N
44478227,Crawl 2 Import,,N,Y,N
44501855,Crawl 2 Import,,N,Y,N
44574870,Crawl 2 Import,,N,Y,N
44584438,Crawl 2 Import,,N,Y,N
44586050,Crawl 2 Import,,N,Y,N
44586672,Crawl 2 Import,,N,Y,N
44589345,Crawl 2 Import,,N,Y,N
44605242,Crawl 2 Import,,N,Y,N
44617312,Crawl 2 Import,,N,Y,N
44642364,Crawl 2 Import,,N,Y,N
44661415,Crawl 2 Import,,N,Y,N
44662579,Crawl 2 Import,,N,Y,N
44688394,Crawl 2 Import,,N,N,N
44689094,Crawl 2 Import,,N,Y,N
44689105,Crawl 2 Import,,N,Y,N
44717445,Crawl 2 Import,,N,Y,N
44727160,Crawl 2 Import,,N,Y,N
44732921,Crawl 2 Import,,N,Y,N
44740620,Crawl 2 Import,,N,Y,N
44740952,Crawl 2 Import,,N,Y,N
44742787,Crawl 2 Import,,N,Y,N
44752200,Crawl 2 Import,,N,Y,N
44757981,Crawl 2 Import,,N,Y,N
44787246,Crawl 2 Import,,N,Y,N
44809897,Crawl 2 Import,,N,Y,N
44810755,Crawl 2 Import,,N,Y,N
44819312,Crawl 2 Import,,N,Y,N
44819895,Crawl 2 Import,,N,Y,N
44830454,Crawl 2 Import,,N,Y,N
44833101,Crawl 2 Import,,N,N,N
44833641,Crawl 2 Import,,N,N,N
44836631,Crawl 2 Import,,N,Y,N
44837738,Crawl 2 Import,,N,Y,N
44854398,Crawl 2 Import,,N,Y,N
44859005,Crawl 2 Import,,N,Y,N
44865277,Crawl 2 Import,,N,Y,N
44880752,Crawl 2 Import,,N,Y,N
43710120,Crawl 2 Import,,N,Y,N
43721339,Crawl 2 Import,,N,N,N
43723070,Crawl 2 Import,,N,Y,N
43747231,Crawl 2 Import,,N,Y,N
43777086,Crawl 2 Import,,N,N,N
43781979,Crawl 2 Import,,N,Y,N
43797423,Crawl 2 Import,,N,N,N
43815772,Crawl 2 Import,,N,Y,N
43820848,Crawl 2 Import,,N,Y,N
43832353,Crawl 2 Import,,N,Y,N
43838514,Crawl 2 Import,,N,Y,N
43845319,Crawl 2 Import,,N,N,N
43845563,Crawl 2 Import,,N,Y,N
43845799,Crawl 2 Import,,N,Y,N
43854531,Crawl 2 Import,,N,Y,N
43867664,Crawl 2 Import,,N,Y,N
43869494,Crawl 2 Import,,N,Y,N
43875202,Crawl 2 Import,,N,N,N
43892801,Crawl 2 Import,,N,N,N
43905790,Crawl 2 Import,,N,Y,N
43932016,Crawl 2 Import,,N,Y,N
43933925,Crawl 2 Import,,N,Y,N
43943791,Crawl 2 Import,,N,Y,N
43951457,Crawl 2 Import,,N,Y,N
43970486,Crawl 2 Import,,N,Y,N
43982441,Crawl 2 Import,,N,N,N
43997710,Crawl 2 Import,,N,Y,N
43999714,Crawl 2 Import,,N,Y,N
43999771,Crawl 2 Import,,N,Y,N
43999817,Crawl 2 Import,,N,Y,N
43999853,Crawl 2 Import,,N,Y,N
43999913,Crawl 2 Import,,N,Y,N
43999929,Crawl 2 Import,,N,Y,N
44000039,Crawl 2 Import,,N,Y,N
44000045,Crawl 2 Import,,N,Y,N
44000729,Crawl 2 Import,,N,Y,N
44000999,Crawl 2 Import,,N,Y,N
44001340,Crawl 2 Import,,N,Y,N
44001344,Crawl 2 Import,,N,N,N
44001415,Crawl 2 Import,,N,Y,N
44001579,Crawl 2 Import,,N,Y,N
44001581,Crawl 2 Import,,N,Y,N
44001584,Crawl 2 Import,,N,Y,N
44001769,Crawl 2 Import,,N,Y,N
44001840,Crawl 2 Import,,N,Y,N
44001850,Crawl 2 Import,,N,Y,N
44001907,Crawl 2 Import,,N,Y,N
44001935,Crawl 2 Import,,N,Y,N
44001959,Crawl 2 Import,,N,Y,N
44002044,Crawl 2 Import,,N,Y,N
44002071,Crawl 2 Import,,N,Y,N
44002235,Crawl 2 Import,,N,Y,N
44002242,Crawl 2 Import,,N,Y,N
44002288,Crawl 2 Import,,N,Y,N
44002322,Crawl 2 Import,,N,Y,N
44002390,Crawl 2 Import,,N,Y,N
44002478,Crawl 2 Import,,N,Y,N
44002554,Crawl 2 Import,,N,Y,N
44002597,Crawl 2 Import,,N,Y,N
44002624,Crawl 2 Import,,N,N,N
44002724,Crawl 2 Import,,N,Y,N
44002886,Crawl 2 Import,,N,Y,N
44003242,Crawl 2 Import,,N,Y,N
44003331,Crawl 2 Import,,N,Y,N
44003394,Crawl 2 Import,,N,Y,N
44003467,Crawl 2 Import,,N,Y,N
44003471,Crawl 2 Import,,N,Y,N
44003472,Crawl 2 Import,,N,Y,N
44003511,Crawl 2 Import,,N,Y,N
44003512,Crawl 2 Import,,N,Y,N
44003548,Crawl 2 Import,,N,Y,N
44003549,Crawl 2 Import,,N,Y,N
44003617,Crawl 2 Import,,N,Y,N
44003619,Crawl 2 Import,,N,Y,N
44003725,Crawl 2 Import,,N,Y,N
44003748,Crawl 2 Import,,N,Y,N
44003816,Crawl 2 Import,,N,Y,N
44003834,Crawl 2 Import,,N,Y,N
44003891,Crawl 2 Import,,N,Y,N
44003965,Crawl 2 Import,,N,Y,N
44003977,Crawl 2 Import,,N,Y,N
44003998,Crawl 2 Import,,N,Y,N
44004050,Crawl 2 Import,,N,Y,N
44004231,Crawl 2 Import,,N,Y,N
44004477,Crawl 2 Import,,N,Y,N
44004480,Crawl 2 Import,,N,Y,N
44004605,Crawl 2 Import,,N,Y,N
44004772,Crawl 2 Import,,N,Y,N
44004824,Crawl 2 Import,,N,Y,N
44004970,Crawl 2 Import,,N,Y,N
44005001,Crawl 2 Import,,N,Y,N
44005003,Crawl 2 Import,,N,Y,N
44005134,Crawl 2 Import,,N,Y,N
44005187,Crawl 2 Import,,N,Y,N
44005223,Crawl 2 Import,,N,Y,N
44005239,Crawl 2 Import,,N,N,N
44005272,Crawl 2 Import,,N,Y,N
44005329,Crawl 2 Import,,N,Y,N
44005349,Crawl 2 Import,,N,Y,N
44005384,Crawl 2 Import,,N,Y,N
44005423,Crawl 2 Import,,N,Y,N
44005429,Crawl 2 Import,,N,Y,N
44005477,Crawl 2 Import,,N,Y,N
44005509,Crawl 2 Import,,N,Y,N
44005515,Crawl 2 Import,,N,Y,N
44005560,Crawl 2 Import,,N,Y,N
44005586,Crawl 2 Import,,N,Y,N
44005615,Crawl 2 Import,,N,Y,N
44005630,Crawl 2 Import,,N,Y,N
44005687,Crawl 2 Import,,N,Y,N
44005701,Crawl 2 Import,,N,Y,N
44005727,Crawl 2 Import,,N,Y,N
44005773,Crawl 2 Import,,N,Y,N
44022016,Crawl 2 Import,,N,Y,N
44024177,Crawl 2 Import,,N,Y,N
44027208,Crawl 2 Import,,N,Y,N
44036511,Crawl 2 Import,,N,Y,N
44036563,Crawl 2 Import,,N,Y,N
44036575,Crawl 2 Import,,N,Y,N
44036591,Crawl 2 Import,,N,Y,N
44036608,Crawl 2 Import,,N,Y,N
44036647,Crawl 2 Import,,N,Y,N
44042738,Crawl 2 Import,,N,Y,N
44047858,Crawl 2 Import,,N,Y,N
44064156,Crawl 2 Import,,N,Y,N
44079178,Crawl 2 Import,,N,N,N
44097386,Crawl 2 Import,,N,N,N
44126340,Crawl 2 Import,,N,Y,N
44136687,Crawl 2 Import,,N,Y,N
44136802,Crawl 2 Import,,N,N,N
44160051,Crawl 2 Import,,N,Y,N
44185539,Crawl 2 Import,,N,Y,N
44212654,Crawl 2 Import,,N,Y,N
44222577,Crawl 2 Import,,N,N,N
44247490,Crawl 2 Import,,N,Y,N
44260424,Crawl 2 Import,,N,Y,N
44262588,Crawl 2 Import,,N,Y,N
44270348,Crawl 2 Import,,N,N,N
44274126,Crawl 2 Import,,N,Y,N
44287187,Crawl 2 Import,,N,N,N
44293314,Crawl 2 Import,,N,N,N
44293403,Crawl 2 Import,,N,N,N
44300095,Crawl 2 Import,,N,N,N
44300165,Crawl 2 Import,,N,N,N
44300213,Crawl 2 Import,,N,N,N
44304183,Crawl 2 Import,,N,Y,N
44315107,Crawl 2 Import,,N,N,N
44344990,Crawl 2 Import,,N,N,N
44359487,Crawl 2 Import,,N,Y,N
44365873,Crawl 2 Import,,N,N,N
44368344,Crawl 2 Import,,N,N,N
44416245,Crawl 2 Import,,N,N,N
44436146,Crawl 2 Import,,N,N,N
44438070,Crawl 2 Import,,N,Y,N
44439967,Crawl 2 Import,,N,N,N
44454279,Crawl 2 Import,,N,N,N
44494549,Crawl 2 Import,,N,Y,N
44513856,Crawl 2 Import,,N,Y,N
44523431,Crawl 2 Import,,N,N,N
44528393,Crawl 2 Import,,N,Y,N
44529749,Crawl 2 Import,,N,N,N
44529774,Crawl 2 Import,,N,N,N
44538582,Crawl 2 Import,,N,Y,N
44549386,Crawl 2 Import,,N,Y,N
44549910,Crawl 2 Import,,N,N,N
44553837,Crawl 2 Import,,N,Y,N
44555165,Crawl 2 Import,,N,N,N
44555309,Crawl 2 Import,,N,N,N
44561151,Crawl 2 Import,,N,N,N
44566204,Crawl 2 Import,,N,N,N
44566448,Crawl 2 Import,,N,Y,N
44569854,Crawl 2 Import,,N,Y,N
44570199,Crawl 2 Import,,N,Y,N
44594008,Crawl 2 Import,,N,Y,N
44613952,Crawl 2 Import,,N,N,N
44725070,Crawl 2 Import,,N,N,N
44741808,Crawl 2 Import,,N,Y,N
44742574,Crawl 2 Import,,N,Y,N
44746796,Crawl 2 Import,,N,N,N
44751920,Crawl 2 Import,,N,Y,N
44764502,Crawl 2 Import,,N,Y,N
44764788,Crawl 2 Import,,N,N,N
44793010,Crawl 2 Import,,N,N,N
44827007,Crawl 2 Import,,N,N,N
44832179,Crawl 2 Import,,N,N,N
44836339,Crawl 2 Import,,N,Y,N
44858052,Crawl 2 Import,,N,N,N
44880228,Crawl 2 Import,,N,N,N
43698537,Crawl 2 Import,,N,Y,N
43705823,Crawl 2 Import,,N,N,N
43711370,Crawl 2 Import,,N,Y,N
43735295,Crawl 2 Import,,N,Y,N
43740880,Crawl 2 Import,,N,N,N
43760924,Crawl 2 Import,,N,N,N
43764373,Crawl 2 Import,,N,Y,N
43768520,Crawl 2 Import,,N,Y,N
43813212,Crawl 2 Import,,N,N,N
43813337,Crawl 2 Import,,N,N,N
43813414,Crawl 2 Import,,N,N,N
43820421,Crawl 2 Import,,N,N,N
43822766,Crawl 2 Import,,N,Y,N
43826228,Crawl 2 Import,,N,N,N
43832512,Crawl 2 Import,,N,Y,N
43833815,Crawl 2 Import,,N,Y,N
43839945,Crawl 2 Import,,N,Y,N
43856948,Crawl 2 Import,,N,Y,N
43857193,Crawl 2 Import,,N,Y,N
43865417,Crawl 2 Import,,N,N,N
43868770,Crawl 2 Import,,N,Y,N
43871728,Crawl 2 Import,,N,Y,N
43893111,Crawl 2 Import,,N,N,N
43899415,Crawl 2 Import,,N,Y,N
43909175,Crawl 2 Import,,N,N,N
43914541,Crawl 2 Import,,N,Y,N
43925875,Crawl 2 Import,,N,N,N
43929976,Crawl 2 Import,,N,Y,N
43933541,Crawl 2 Import,,N,N,N
43933551,Crawl 2 Import,,N,N,N
43938792,Crawl 2 Import,,N,Y,N
43939064,Crawl 2 Import,,N,Y,N
43947132,Crawl 2 Import,,N,Y,N
43965849,Crawl 2 Import,,N,N,N
43989535,Crawl 2 Import,,N,N,N
43989990,Crawl 2 Import,,N,Y,N
44003828,Crawl 2 Import,,N,N,N
44008107,Crawl 2 Import,,N,Y,N
44008199,Crawl 2 Import,,N,N,N
44009554,Crawl 2 Import,,N,Y,N
44018047,Crawl 2 Import,,N,Y,N
44018384,Crawl 2 Import,,N,Y,N
44028923,Crawl 2 Import,,N,N,N
44038204,Crawl 2 Import,,N,Y,N
44067021,Crawl 2 Import,,N,N,N
44067034,Crawl 2 Import,,N,N,N
44067858,Crawl 2 Import,,N,Y,N
44068738,Crawl 2 Import,,N,Y,N
44087814,Crawl 2 Import,,N,Y,N
44089793,Crawl 2 Import,,N,Y,N
44113956,Crawl 2 Import,,N,N,N
44119946,Crawl 2 Import,,N,Y,N
44136853,Crawl 2 Import,,N,N,N
44143310,Crawl 2 Import,,N,N,N
44161246,Crawl 2 Import,,N,Y,N
44164165,Crawl 2 Import,,N,Y,N
44167612,Crawl 2 Import,,N,N,N
44171369,Crawl 2 Import,,N,Y,N
44172062,Crawl 2 Import,,N,Y,N
44184351,Crawl 2 Import,,N,Y,N
44187047,Crawl 2 Import,,N,N,N
44189612,Crawl 2 Import,,N,Y,N
44194280,Crawl 2 Import,,N,Y,N
44202956,Crawl 2 Import,,N,N,N
44216209,Crawl 2 Import,,N,N,N
44225592,Crawl 2 Import,,N,Y,N
44243444,Crawl 2 Import,,N,N,N
44247331,Crawl 2 Import,,N,Y,N
44267796,Crawl 2 Import,,N,N,N
44281878,Crawl 2 Import,,N,N,N
44282365,Crawl 2 Import,,N,N,N
44286842,Crawl 2 Import,,N,N,N
44289171,Crawl 2 Import,,N,N,N
44293815,Crawl 2 Import,,N,N,N
44293817,Crawl 2 Import,,N,N,N
44294082,Crawl 2 Import,,N,N,N
44322817,Crawl 2 Import,,N,N,N
44326587,Crawl 2 Import,,N,N,N
44332482,Crawl 2 Import,,N,N,N
44352867,Crawl 2 Import,,N,N,N
44361977,Crawl 2 Import,,N,N,N
44367939,Crawl 2 Import,,N,N,N
44381224,Crawl 2 Import,,N,Y,N
44415210,Crawl 2 Import,,N,N,N
44415216,Crawl 2 Import,,N,N,N
44415223,Crawl 2 Import,,N,N,N
44415227,Crawl 2 Import,,N,N,N
44433331,Crawl 2 Import,,N,Y,N
44440217,Crawl 2 Import,,N,N,N
44449712,Crawl 2 Import,,N,N,N
44459193,Crawl 2 Import,,N,N,N
44462721,Crawl 2 Import,,N,N,N
44484102,Crawl 2 Import,,N,Y,N
44490404,Crawl 2 Import,,N,Y,N
44490793,Crawl 2 Import,,N,Y,N
44514262,Crawl 2 Import,,N,Y,N
44525909,Crawl 2 Import,,N,N,N
44528458,Crawl 2 Import,,N,Y,N
44562624,Crawl 2 Import,,N,N,N
44562691,Crawl 2 Import,,N,Y,N
44582959,Crawl 2 Import,,N,N,N
44582966,Crawl 2 Import,,N,N,N
44582970,Crawl 2 Import,,N,N,N
44582971,Crawl 2 Import,,N,N,N
44582976,Crawl 2 Import,,N,N,N
44582978,Crawl 2 Import,,N,N,N
44582979,Crawl 2 Import,,N,N,N
44583119,Crawl 2 Import,,N,N,N
44583124,Crawl 2 Import,,N,N,N
44583129,Crawl 2 Import,,N,N,N
44583136,Crawl 2 Import,,N,N,N
44583141,Crawl 2 Import,,N,N,N
44583143,Crawl 2 Import,,N,N,N
44583148,Crawl 2 Import,,N,N,N
44583151,Crawl 2 Import,,N,N,N
44583152,Crawl 2 Import,,N,N,N
44583159,Crawl 2 Import,,N,N,N
44583163,Crawl 2 Import,,N,N,N
44583173,Crawl 2 Import,,N,N,N
44583366,Crawl 2 Import,,N,N,N
44583380,Crawl 2 Import,,N,N,N
44583384,Crawl 2 Import,,N,N,N
44583389,Crawl 2 Import,,N,N,N
44583415,Crawl 2 Import,,N,Y,N
44583418,Crawl 2 Import,,N,N,N
44583420,Crawl 2 Import,,N,N,N
44583423,Crawl 2 Import,,N,N,N
44583424,Crawl 2 Import,,N,N,N
44583425,Crawl 2 Import,,N,N,N
44583432,Crawl 2 Import,,N,N,N
44583437,Crawl 2 Import,,N,N,N
44583442,Crawl 2 Import,,N,N,N
44583445,Crawl 2 Import,,N,N,N
44583449,Crawl 2 Import,,N,N,N
44583456,Crawl 2 Import,,N,N,N
44583460,Crawl 2 Import,,N,N,N
44583466,Crawl 2 Import,,N,N,N
44583473,Crawl 2 Import,,N,N,N
44583640,Crawl 2 Import,,N,N,N
44583645,Crawl 2 Import,,N,N,N
44583647,Crawl 2 Import,,N,N,N
44583652,Crawl 2 Import,,N,N,N
44583655,Crawl 2 Import,,N,N,N
44583669,Crawl 2 Import,,N,N,N
44583677,Crawl 2 Import,,N,N,N
44583687,Crawl 2 Import,,N,N,N
44583695,Crawl 2 Import,,N,N,N
44583698,Crawl 2 Import,,N,N,N
44583704,Crawl 2 Import,,N,N,N
44593822,Crawl 2 Import,,N,Y,N
44660333,Crawl 2 Import,,N,N,N
44689041,Crawl 2 Import,,N,N,N
44747856,Crawl 2 Import,,N,N,N
44762765,Crawl 2 Import,,N,Y,N
44770061,Crawl 2 Import,,N,N,N
44770695,Crawl 2 Import,,N,Y,N
44782636,Crawl 2 Import,,N,N,N
44783377,Crawl 2 Import,,N,Y,N
44805379,Crawl 2 Import,,N,N,N
44805401,Crawl 2 Import,,N,N,N
44805477,Crawl 2 Import,,N,N,N
44806938,Crawl 2 Import,,N,N,N
44812987,Crawl 2 Import,,N,N,N
44814085,Crawl 2 Import,,N,N,N
44814193,Crawl 2 Import,,N,N,N
44841122,Crawl 2 Import,,N,N,N
44841691,Crawl 2 Import,,N,N,N
44841719,Crawl 2 Import,,N,N,N
44841837,Crawl 2 Import,,N,N,N
44850139,Crawl 2 Import,,N,Y,N
44859211,Crawl 2 Import,,N,Y,N
44867890,Crawl 2 Import,,N,N,N
44881051,Crawl 2 Import,,N,Y,N
43721425,Crawl 2 Import,,N,N,N
43722024,Crawl 2 Import,,N,Y,N
43725240,Crawl 2 Import,,N,Y,N
43727077,Crawl 2 Import,,N,N,N
43729667,Crawl 2 Import,,N,N,N
43729874,Crawl 2 Import,,N,N,N
43730644,Crawl 2 Import,,N,N,N
43730649,Crawl 2 Import,,N,N,N
43730654,Crawl 2 Import,,N,N,N
43730659,Crawl 2 Import,,N,N,N
43730661,Crawl 2 Import,,N,N,N
43730664,Crawl 2 Import,,N,N,N
43730665,Crawl 2 Import,,N,N,N
43730668,Crawl 2 Import,,N,N,N
43730670,Crawl 2 Import,,N,N,N
43730673,Crawl 2 Import,,N,N,N
43730676,Crawl 2 Import,,N,N,N
43730689,Crawl 2 Import,,N,N,N
43730692,Crawl 2 Import,,N,N,N
43730740,Crawl 2 Import,,N,N,N
43730741,Crawl 2 Import,,N,N,N
43734433,Crawl 2 Import,,N,N,N
43734715,Crawl 2 Import,,N,N,N
43735553,Crawl 2 Import,,N,N,N
43749346,Crawl 2 Import,,N,N,N
43760066,Crawl 2 Import,,N,N,N
43762713,Crawl 2 Import,,N,N,N
43769836,Crawl 2 Import,,N,Y,N
43770766,Crawl 2 Import,,N,N,N
43772073,Crawl 2 Import,,N,N,N
43779842,Crawl 2 Import,,N,N,N
43779844,Crawl 2 Import,,N,N,N
43779845,Crawl 2 Import,,N,N,N
43779849,Crawl 2 Import,,N,N,N
43779853,Crawl 2 Import,,N,N,N
43779854,Crawl 2 Import,,N,N,N
43779864,Crawl 2 Import,,N,N,N
43779877,Crawl 2 Import,,N,N,N
43779881,Crawl 2 Import,,N,N,N
43781613,Crawl 2 Import,,N,Y,N
43783549,Crawl 2 Import,,N,N,N
43783560,Crawl 2 Import,,N,N,N
43783571,Crawl 2 Import,,N,N,N
43783593,Crawl 2 Import,,N,N,N
43783602,Crawl 2 Import,,N,N,N
43796877,Crawl 2 Import,,N,Y,N
43799284,Crawl 2 Import,,N,N,N
43820225,Crawl 2 Import,,N,N,N
43825159,Crawl 2 Import,,N,N,N
43825161,Crawl 2 Import,,N,N,N
43825168,Crawl 2 Import,,N,N,N
43825170,Crawl 2 Import,,N,N,N
43825171,Crawl 2 Import,,N,N,N
43825175,Crawl 2 Import,,N,N,N
43825185,Crawl 2 Import,,N,N,N
43825359,Crawl 2 Import,,N,N,N
43825367,Crawl 2 Import,,N,N,N
43825374,Crawl 2 Import,,N,N,N
43825377,Crawl 2 Import,,N,N,N
43825385,Crawl 2 Import,,N,N,N
43825399,Crawl 2 Import,,N,N,N
43825433,Crawl 2 Import,,N,N,N
43825438,Crawl 2 Import,,N,N,N
43825457,Crawl 2 Import,,N,N,N
43825498,Crawl 2 Import,,N,N,N
43825509,Crawl 2 Import,,N,N,N
43825544,Crawl 2 Import,,N,N,N
43825768,Crawl 2 Import,,N,N,N
43825820,Crawl 2 Import,,N,N,N
43825826,Crawl 2 Import,,N,N,N
43825845,Crawl 2 Import,,N,N,N
43825860,Crawl 2 Import,,N,N,N
43825927,Crawl 2 Import,,N,N,N
43826077,Crawl 2 Import,,N,N,N
43826089,Crawl 2 Import,,N,N,N
43826099,Crawl 2 Import,,N,N,N
43826112,Crawl 2 Import,,N,N,N
43826131,Crawl 2 Import,,N,N,N
43826140,Crawl 2 Import,,N,N,N
43826148,Crawl 2 Import,,N,N,N
43832154,Crawl 2 Import,,N,Y,N
43844374,Crawl 2 Import,,N,N,N
43845415,Crawl 2 Import,,N,N,N
43849023,Crawl 2 Import,,N,N,N
43854551,Crawl 2 Import,,N,Y,N
43855578,Crawl 2 Import,,N,Y,N
43856468,Crawl 2 Import,,N,Y,N
43866442,Crawl 2 Import,,N,Y,N
43868387,Crawl 2 Import,,N,N,N
